transaction_id,user_id,timestamp,amount,transaction_type,status
TX_10084,USR_1012,2026-03-01 03:00:00,15.95,Withdrawal,Completed
TX_10085,USR_1012,2026-02-28 22:00:00,197.77,Manual Deposit,Completed
TX_10086,USR_1012,2026-03-01 19:00:00,217.38,Autosave Deposit,Completed
TX_10087,USR_1013,2026-02-10 21:00:00,35.94,Autosave Deposit,Completed
TX_10088,USR_1013,2026-02-10 07:00:00,63.38,Manual Deposit,Completed
TX_10089,USR_1013,2026-02-09 23:00:00,83.25,Autosave Deposit,Completed
TX_10090,USR_1013,2026-02-09 15:00:00,15.68,Autosave Deposit,Completed
TX_10091,USR_1013,2026-02-10 02:00:00,88.78,Autosave Deposit,Completed
TX_10092,USR_1014,2026-01-12 18:00:00,132.26,Withdrawal,Completed
TX_10093,USR_1014,2026-01-12 11:00:00,89.48,Autosave Deposit,Completed
TX_10094,USR_1014,2026-01-11 08:00:00,220.49,Manual Deposit,Completed
TX_10095,USR_1014,2026-01-11 12:00:00,149.34,Manual Deposit,Completed
TX_10096,USR_1014,2026-01-11 03:00:00,36.02,Manual Deposit,Completed
TX_10097,USR_1014,2026-01-11 23:00:00,184.85,Manual Deposit,Completed
TX_10098,USR_1014,2026-01-12 04:00:00,155.49,Withdrawal,Completed
TX_10099,USR_1014,2026-01-11 08:00:00,102.45,Withdrawal,Completed
TX_10100,USR_1015,2026-02-11 03:00:00,180.11,Autosave Deposit,Completed
TX_10101,USR_1015,2026-02-12 10:00:00,232.14,Withdrawal,Completed
TX_10102,USR_1015,2026-02-12 20:00:00,182.66,Withdrawal,Completed
TX_10103,USR_1015,2026-02-13 00:00:00,170.95,Manual Deposit,Completed
TX_10104,USR_1015,2026-02-12 04:00:00,26.79,Withdrawal,Completed
TX_10105,USR_1015,2026-02-11 22:00:00,159.56,Withdrawal,Completed
TX_10106,USR_1015,2026-02-11 08:00:00,182.74,Manual Deposit,Completed
TX_10107,USR_1016,2026-02-07 19:00:00,108.01,Manual Deposit,Completed
TX_10108,USR_1016,2026-02-07 21:00:00,80.96,Autosave Deposit,Completed
TX_10109,USR_1016,2026-02-06 13:00:00,110.91,Manual Deposit,Completed
TX_10110,USR_1016,2026-02-07 20:00:00,189.55,Autosave Deposit,Completed
TX_10111,USR_1016,2026-02-07 16:00:00,146.59,Manual Deposit,Completed
TX_10112,USR_1016,2026-02-07 12:00:00,210.09,Manual Deposit,Completed
TX_10113,USR_1016,2026-02-06 19:00:00,60.44,Withdrawal,Completed
TX_10114,USR_1017,2026-01-14 06:00:00,116.03,Withdrawal,Completed
TX_10115,USR_1017,2026-01-13 14:00:00,132.68,Withdrawal,Completed
TX_10116,USR_1017,2026-01-13 11:00:00,168.12,Manual Deposit,Completed
TX_10117,USR_1017,2026-01-14 09:00:00,169.32,Withdrawal,Completed
TX_10118,USR_1017,2026-01-13 22:00:00,32.41,Autosave Deposit,Completed
TX_10119,USR_1017,2026-01-14 20:00:00,84.5,Autosave Deposit,Completed
TX_10120,USR_1017,2026-01-13 10:00:00,15.86,Autosave Deposit,Completed
TX_10121,USR_1017,2026-01-14 07:00:00,156.71,Autosave Deposit,Completed
TX_10122,USR_1018,2026-01-11 17:00:00,148.16,Withdrawal,Completed
TX_10123,USR_1018,2026-01-11 21:00:00,102.15,Manual Deposit,Completed
TX_10124,USR_1018,2026-01-10 16:00:00,45.42,Withdrawal,Completed
TX_10125,USR_1018,2026-01-10 01:00:00,224.24,Autosave Deposit,Completed
TX_10126,USR_1018,2026-01-11 04:00:00,62.52,Withdrawal,Completed
TX_10127,USR_1018,2026-01-11 10:00:00,121.49,Withdrawal,Completed
TX_10128,USR_1018,2026-01-10 16:00:00,230.19,Autosave Deposit,Completed
TX_10129,USR_1018,2026-01-11 06:00:00,42.0,Manual Deposit,Completed
TX_10130,USR_1018,2026-01-11 19:00:00,137.47,Withdrawal,Completed
TX_10131,USR_1019,2026-01-17 05:00:00,157.04,Withdrawal,Completed
TX_10132,USR_1019,2026-01-17 09:00:00,112.42,Withdrawal,Completed
TX_10133,USR_1019,2026-01-17 05:00:00,225.33,Withdrawal,Completed
TX_10134,USR_1019,2026-01-17 07:00:00,118.02,Autosave Deposit,Completed
TX_10135,USR_1019,2026-01-17 17:00:00,76.55,Withdrawal,Completed
TX_10136,USR_1019,2026-01-17 08:00:00,160.42,Manual Deposit,Completed
TX_10137,USR_1019,2026-01-17 05:00:00,28.6,Manual Deposit,Completed
TX_10138,USR_1019,2026-01-16 16:00:00,75.21,Manual Deposit,Completed
TX_10139,USR_1020,2026-01-23 09:00:00,46.2,Manual Deposit,Completed
TX_10140,USR_1020,2026-01-24 21:00:00,46.67,Autosave Deposit,Completed
TX_10141,USR_1020,2026-01-23 05:00:00,109.57,Manual Deposit,Completed
TX_10142,USR_1020,2026-01-24 11:00:00,121.82,Autosave Deposit,Completed
TX_10143,USR_1021,2026-01-20 01:00:00,227.16,Withdrawal,Completed
TX_10144,USR_1021,2026-01-20 21:00:00,14.69,Withdrawal,Completed
TX_10145,USR_1021,2026-01-20 01:00:00,124.48,Manual Deposit,Completed
TX_10146,USR_1021,2026-01-19 20:00:00,190.83,Manual Deposit,Completed
TX_10147,USR_1021,2026-01-20 11:00:00,189.4,Withdrawal,Completed
TX_10148,USR_1021,2026-01-20 15:00:00,225.47,Manual Deposit,Completed
TX_10149,USR_1021,2026-01-19 15:00:00,75.5,Manual Deposit,Completed
TX_10150,USR_1021,2026-01-19 02:00:00,103.33,Withdrawal,Completed
TX_10151,USR_1021,2026-01-20 20:00:00,201.55,Withdrawal,Completed
TX_10152,USR_1022,2026-02-05 09:00:00,245.37,Withdrawal,Completed
TX_10153,USR_1022,2026-02-05 02:00:00,227.66,Withdrawal,Completed
TX_10154,USR_1022,2026-02-06 13:00:00,169.12,Autosave Deposit,Completed
TX_10155,USR_1022,2026-02-06 18:00:00,112.87,Manual Deposit,Completed
TX_10156,USR_1022,2026-02-05 12:00:00,22.07,Manual Deposit,Completed
TX_10157,USR_1022,2026-02-05 21:00:00,60.8,Manual Deposit,Completed
TX_10158,USR_1022,2026-02-05 22:00:00,192.7,Manual Deposit,Completed
TX_10159,USR_1022,2026-02-05 18:00:00,190.48,Manual Deposit,Completed
TX_10160,USR_1022,2026-02-05 17:00:00,210.38,Manual Deposit,Completed
TX_10161,USR_1022,2026-02-05 02:00:00,189.77,Autosave Deposit,Completed
TX_10162,USR_1023,2026-02-15 18:00:00,26.47,Withdrawal,Completed
TX_10163,USR_1023,2026-02-14 03:00:00,191.02,Autosave Deposit,Completed
TX_10164,USR_1023,2026-02-14 13:00:00,211.41,Withdrawal,Completed
TX_10165,USR_1023,2026-02-14 10:00:00,67.25,Manual Deposit,Completed
TX_10166,USR_1023,2026-02-15 19:00:00,37.45,Autosave Deposit,Completed
TX_10167,USR_1023,2026-02-15 06:00:00,177.87,Manual Deposit,Completed
TX_10168,USR_1024,2026-01-05 11:00:00,241.53,Autosave Deposit,Completed
TX_10169,USR_1024,2026-01-06 14:00:00,16.16,Manual Deposit,Completed
TX_10170,USR_1024,2026-01-06 13:00:00,172.56,Manual Deposit,Completed
TX_10171,USR_1024,2026-01-06 02:00:00,235.95,Autosave Deposit,Completed
TX_10172,USR_1025,2026-02-07 07:00:00,177.33,Manual Deposit,Completed
TX_10173,USR_1025,2026-02-08 20:00:00,154.1,Autosave Deposit,Completed
TX_10174,USR_1025,2026-02-08 13:00:00,197.83,Manual Deposit,Completed
TX_10175,USR_1025,2026-02-08 11:00:00,112.81,Manual Deposit,Completed
TX_10176,USR_1025,2026-02-07 05:00:00,131.43,Manual Deposit,Completed
TX_10177,USR_1025,2026-02-07 01:00:00,213.9,Manual Deposit,Completed
TX_10178,USR_1026,2026-01-16 00:00:00,162.54,Manual Deposit,Completed
TX_10179,USR_1026,2026-01-16 22:00:00,46.72,Autosave Deposit,Completed
TX_10180,USR_1026,2026-01-16 23:00:00,135.22,Withdrawal,Completed
TX_10181,USR_1026,2026-01-15 18:00:00,157.82,Withdrawal,Completed
TX_10182,USR_1026,2026-01-16 07:00:00,121.57,Withdrawal,Completed
TX_10183,USR_1026,2026-01-16 14:00:00,74.41,Autosave Deposit,Completed
TX_10184,USR_1026,2026-01-15 06:00:00,76.94,Manual Deposit,Completed
TX_10185,USR_1026,2026-01-15 16:00:00,190.11,Withdrawal,Completed
TX_10186,USR_1026,2026-01-16 16:00:00,170.37,Manual Deposit,Completed
TX_10187,USR_1027,2026-02-16 21:00:00,53.64,Autosave Deposit,Completed
TX_10188,USR_1027,2026-02-16 23:00:00,201.48,Manual Deposit,Completed
TX_10189,USR_1027,2026-02-16 18:00:00,221.28,Withdrawal,Completed
TX_10190,USR_1027,2026-02-16 18:00:00,143.39,Withdrawal,Completed
TX_10191,USR_1027,2026-02-16 13:00:00,30.55,Withdrawal,Completed
TX_10192,USR_1027,2026-02-17 03:00:00,127.26,Autosave Deposit,Completed
TX_10193,USR_1027,2026-02-17 21:00:00,124.26,Withdrawal,Completed
TX_10194,USR_1027,2026-02-17 08:00:00,117.56,Autosave Deposit,Completed
TX_10195,USR_1027,2026-02-16 06:00:00,80.62,Manual Deposit,Completed
TX_10196,USR_1027,2026-02-17 21:00:00,68.39,Withdrawal,Completed
TX_10197,USR_1028,2026-02-22 07:00:00,142.83,Manual Deposit,Completed
TX_10198,USR_1028,2026-02-22 04:00:00,249.19,Withdrawal,Completed
TX_10199,USR_1028,2026-02-21 22:00:00,94.43,Manual Deposit,Completed
TX_10200,USR_1028,2026-02-21 18:00:00,83.59,Autosave Deposit,Completed
TX_10201,USR_1028,2026-02-21 08:00:00,183.11,Manual Deposit,Completed
TX_10202,USR_1028,2026-02-21 08:00:00,188.29,Withdrawal,Completed
TX_10203,USR_1028,2026-02-21 12:00:00,55.97,Withdrawal,Completed
TX_10204,USR_1028,2026-02-22 07:00:00,76.36,Withdrawal,Completed
TX_10205,USR_1029,2026-02-23 07:00:00,209.83,Manual Deposit,Completed
TX_10206,USR_1029,2026-02-23 15:00:00,96.61,Manual Deposit,Completed
TX_10207,USR_1029,2026-02-23 01:00:00,179.92,Autosave Deposit,Completed
TX_10208,USR_1029,2026-02-23 18:00:00,20.92,Autosave Deposit,Completed
TX_10209,USR_1029,2026-02-24 12:00:00,80.11,Autosave Deposit,Completed
TX_10210,USR_1029,2026-02-24 17:00:00,218.43,Manual Deposit,Completed
TX_10211,USR_1029,2026-02-23 07:00:00,219.45,Withdrawal,Completed
TX_10212,USR_1030,2026-02-10 07:00:00,115.71,Autosave Deposit,Completed
TX_10213,USR_1030,2026-02-09 04:00:00,70.59,Manual Deposit,Completed
TX_10214,USR_1030,2026-02-09 08:00:00,207.31,Manual Deposit,Completed
TX_10215,USR_1030,2026-02-10 08:00:00,27.78,Withdrawal,Completed
TX_10216,USR_1030,2026-02-10 20:00:00,22.87,Autosave Deposit,Completed
TX_10217,USR_1030,2026-02-10 13:00:00,237.79,Autosave Deposit,Completed
TX_10218,USR_1030,2026-02-09 16:00:00,38.43,Manual Deposit,Completed
TX_10219,USR_1030,2026-02-10 15:00:00,153.07,Withdrawal,Completed
TX_10220,USR_1030,2026-02-09 15:00:00,196.17,Manual Deposit,Completed
TX_10221,USR_1030,2026-02-10 05:00:00,228.04,Manual Deposit,Completed
TX_10222,USR_1031,2026-02-06 20:00:00,146.47,Autosave Deposit,Completed
TX_10223,USR_1031,2026-02-07 16:00:00,240.43,Autosave Deposit,Completed
TX_10224,USR_1031,2026-02-06 14:00:00,160.12,Manual Deposit,Completed
TX_10225,USR_1031,2026-02-07 19:00:00,29.48,Autosave Deposit,Completed
TX_10226,USR_1031,2026-02-06 12:00:00,142.48,Autosave Deposit,Completed
TX_10227,USR_1031,2026-02-06 01:00:00,108.04,Withdrawal,Completed
TX_10228,USR_1031,2026-02-07 15:00:00,122.78,Autosave Deposit,Completed
TX_10229,USR_1031,2026-02-06 15:00:00,79.15,Manual Deposit,Completed
TX_10230,USR_1031,2026-02-07 21:00:00,216.31,Autosave Deposit,Completed
TX_10231,USR_1032,2026-01-20 17:00:00,151.55,Autosave Deposit,Completed
TX_10232,USR_1032,2026-01-20 04:00:00,37.55,Autosave Deposit,Completed
TX_10233,USR_1032,2026-01-20 18:00:00,45.76,Manual Deposit,Completed
TX_10234,USR_1032,2026-01-19 10:00:00,27.14,Autosave Deposit,Completed
TX_10235,USR_1032,2026-01-19 20:00:00,152.81,Withdrawal,Completed
TX_10236,USR_1032,2026-01-19 19:00:00,115.4,Manual Deposit,Completed
TX_10237,USR_1032,2026-01-20 21:00:00,82.98,Manual Deposit,Completed
TX_10238,USR_1033,2026-02-04 05:00:00,29.31,Autosave Deposit,Completed
TX_10239,USR_1033,2026-02-04 04:00:00,186.29,Withdrawal,Completed
TX_10240,USR_1033,2026-02-03 17:00:00,16.21,Autosave Deposit,Completed
TX_10241,USR_1033,2026-02-04 20:00:00,210.63,Withdrawal,Completed
TX_10242,USR_1033,2026-02-04 14:00:00,238.19,Withdrawal,Completed
TX_10243,USR_1033,2026-02-03 18:00:00,148.3,Autosave Deposit,Completed
TX_10244,USR_1033,2026-02-04 07:00:00,134.55,Manual Deposit,Completed
TX_10245,USR_1033,2026-02-03 18:00:00,53.56,Withdrawal,Completed
TX_10246,USR_1033,2026-02-04 04:00:00,162.35,Manual Deposit,Completed
TX_10247,USR_1033,2026-02-03 06:00:00,122.8,Manual Deposit,Completed
TX_10248,USR_1034,2026-02-14 19:00:00,35.1,Autosave Deposit,Completed
TX_10249,USR_1034,2026-02-13 22:00:00,108.79,Manual Deposit,Completed
TX_10250,USR_1034,2026-02-13 19:00:00,169.02,Manual Deposit,Completed
TX_10251,USR_1034,2026-02-14 12:00:00,18.81,Autosave Deposit,Completed
TX_10252,USR_1034,2026-02-13 21:00:00,70.58,Autosave Deposit,Completed
TX_10253,USR_1034,2026-02-14 02:00:00,217.58,Autosave Deposit,Completed
TX_10254,USR_1034,2026-02-14 19:00:00,218.65,Manual Deposit,Completed
TX_10255,USR_1034,2026-02-14 03:00:00,23.01,Withdrawal,Completed
TX_10256,USR_1035,2026-01-25 17:00:00,116.09,Autosave Deposit,Completed
TX_10257,USR_1035,2026-01-24 14:00:00,74.09,Autosave Deposit,Completed
TX_10258,USR_1035,2026-01-24 19:00:00,115.15,Withdrawal,Completed
TX_10259,USR_1035,2026-01-25 08:00:00,39.14,Withdrawal,Completed
TX_10260,USR_1035,2026-01-25 15:00:00,201.84,Withdrawal,Completed
TX_10261,USR_1035,2026-01-24 11:00:00,84.58,Autosave Deposit,Completed
TX_10262,USR_1035,2026-01-25 12:00:00,107.92,Autosave Deposit,Completed
TX_10263,USR_1035,2026-01-24 08:00:00,120.75,Autosave Deposit,Completed
TX_10264,USR_1035,2026-01-25 18:00:00,209.71,Manual Deposit,Completed
TX_10265,USR_1035,2026-01-25 22:00:00,80.05,Withdrawal,Completed
TX_10266,USR_1036,2026-02-27 07:00:00,245.26,Autosave Deposit,Completed
TX_10267,USR_1036,2026-02-27 06:00:00,142.3,Manual Deposit,Completed
TX_10268,USR_1036,2026-02-26 13:00:00,231.25,Withdrawal,Completed
TX_10269,USR_1036,2026-02-28 00:00:00,221.04,Autosave Deposit,Completed
TX_10270,USR_1036,2026-02-26 18:00:00,195.44,Manual Deposit,Completed
TX_10271,USR_1036,2026-02-26 22:00:00,234.22,Withdrawal,Completed
TX_10272,USR_1036,2026-02-26 18:00:00,206.93,Manual Deposit,Completed
TX_10273,USR_1036,2026-02-27 23:00:00,81.65,Withdrawal,Completed
TX_10274,USR_1036,2026-02-27 14:00:00,249.74,Manual Deposit,Completed
TX_10275,USR_1037,2026-03-01 11:00:00,126.24,Manual Deposit,Completed
TX_10276,USR_1037,2026-03-01 12:00:00,193.09,Manual Deposit,Completed
TX_10277,USR_1037,2026-03-01 06:00:00,233.88,Autosave Deposit,Completed
TX_10278,USR_1037,2026-03-01 21:00:00,67.31,Manual Deposit,Completed
TX_10279,USR_1037,2026-02-28 15:00:00,215.44,Manual Deposit,Completed
TX_10280,USR_1037,2026-02-28 03:00:00,86.36,Manual Deposit,Completed
TX_10281,USR_1037,2026-03-01 22:00:00,229.22,Manual Deposit,Completed
TX_10282,USR_1037,2026-03-01 01:00:00,247.22,Withdrawal,Completed
TX_10283,USR_1037,2026-02-28 10:00:00,128.88,Autosave Deposit,Completed
TX_10284,USR_1037,2026-02-28 09:00:00,130.55,Withdrawal,Completed
TX_10285,USR_1038,2026-01-08 05:00:00,33.93,Manual Deposit,Completed
TX_10286,USR_1038,2026-01-07 01:00:00,183.39,Manual Deposit,Completed
TX_10287,USR_1038,2026-01-08 18:00:00,242.79,Autosave Deposit,Completed
TX_10288,USR_1038,2026-01-08 07:00:00,197.57,Manual Deposit,Completed
TX_10289,USR_1039,2026-02-25 18:00:00,29.28,Manual Deposit,Completed
TX_10290,USR_1039,2026-02-25 20:00:00,216.24,Manual Deposit,Completed
TX_10291,USR_1039,2026-02-24 21:00:00,160.43,Manual Deposit,Completed
TX_10292,USR_1039,2026-02-25 11:00:00,18.62,Autosave Deposit,Completed
TX_10293,USR_1039,2026-02-24 16:00:00,161.48,Manual Deposit,Completed
TX_10294,USR_1039,2026-02-24 15:00:00,189.22,Manual Deposit,Completed
TX_10295,USR_1039,2026-02-24 07:00:00,192.49,Withdrawal,Completed
TX_10296,USR_1039,2026-02-24 07:00:00,116.48,Withdrawal,Completed
TX_10297,USR_1039,2026-02-24 20:00:00,226.82,Autosave Deposit,Completed
TX_10298,USR_1040,2026-02-27 19:00:00,96.03,Manual Deposit,Completed
TX_10299,USR_1040,2026-02-27 10:00:00,68.61,Manual Deposit,Completed
TX_10300,USR_1040,2026-02-28 13:00:00,173.63,Autosave Deposit,Completed
TX_10301,USR_1041,2026-01-14 06:00:00,156.28,Manual Deposit,Completed
TX_10302,USR_1041,2026-01-15 16:00:00,173.95,Manual Deposit,Completed
TX_10303,USR_1041,2026-01-15 14:00:00,44.35,Manual Deposit,Completed
TX_10304,USR_1041,2026-01-15 17:00:00,70.95,Manual Deposit,Completed
TX_10305,USR_1041,2026-01-15 19:00:00,12.26,Manual Deposit,Completed
TX_10306,USR_1042,2026-02-19 05:00:00,116.02,Manual Deposit,Completed
TX_10307,USR_1042,2026-02-20 14:00:00,81.8,Manual Deposit,Completed
TX_10308,USR_1042,2026-02-20 21:00:00,70.02,Manual Deposit,Completed
TX_10309,USR_1042,2026-02-19 13:00:00,249.85,Manual Deposit,Completed
TX_10310,USR_1042,2026-02-19 07:00:00,66.93,Withdrawal,Completed
TX_10311,USR_1043,2026-02-04 21:00:00,80.86,Withdrawal,Completed
TX_10312,USR_1043,2026-02-04 02:00:00,75.88,Withdrawal,Completed
TX_10313,USR_1043,2026-02-04 20:00:00,196.79,Autosave Deposit,Completed
TX_10314,USR_1043,2026-02-04 15:00:00,188.84,Manual Deposit,Completed
TX_10315,USR_1043,2026-02-03 15:00:00,155.7,Manual Deposit,Completed
TX_10316,USR_1043,2026-02-03 15:00:00,162.79,Withdrawal,Completed
TX_10317,USR_1043,2026-02-03 17:00:00,172.66,Withdrawal,Completed
TX_10318,USR_1044,2026-01-26 17:00:00,165.12,Manual Deposit,Completed
TX_10319,USR_1044,2026-01-26 05:00:00,18.01,Manual Deposit,Completed
TX_10320,USR_1044,2026-01-26 23:00:00,41.54,Manual Deposit,Completed
TX_10321,USR_1044,2026-01-25 21:00:00,189.4,Autosave Deposit,Completed
TX_10322,USR_1045,2026-01-23 11:00:00,220.35,Manual Deposit,Completed
TX_10323,USR_1045,2026-01-23 10:00:00,130.43,Manual Deposit,Completed
TX_10324,USR_1045,2026-01-22 11:00:00,71.67,Manual Deposit,Completed
TX_10325,USR_1045,2026-01-22 19:00:00,189.17,Manual Deposit,Completed
TX_10326,USR_1045,2026-01-22 08:00:00,122.4,Autosave Deposit,Completed
TX_10327,USR_1046,2026-01-14 20:00:00,183.81,Manual Deposit,Completed
TX_10328,USR_1046,2026-01-14 12:00:00,97.79,Manual Deposit,Completed
TX_10329,USR_1046,2026-01-13 01:00:00,73.47,Autosave Deposit,Completed
TX_10330,USR_1046,2026-01-14 06:00:00,98.46,Withdrawal,Completed
TX_10331,USR_1046,2026-01-14 20:00:00,72.92,Manual Deposit,Completed
TX_10332,USR_1046,2026-01-14 17:00:00,235.67,Autosave Deposit,Completed
TX_10333,USR_1047,2026-01-18 02:00:00,158.69,Withdrawal,Completed
TX_10334,USR_1047,2026-01-18 21:00:00,229.66,Autosave Deposit,Completed
TX_10335,USR_1047,2026-01-19 18:00:00,25.17,Manual Deposit,Completed
TX_10336,USR_1047,2026-01-19 21:00:00,82.53,Manual Deposit,Completed
TX_10337,USR_1047,2026-01-18 08:00:00,43.55,Autosave Deposit,Completed
TX_10338,USR_1047,2026-01-18 20:00:00,249.02,Autosave Deposit,Completed
TX_10339,USR_1047,2026-01-18 07:00:00,66.35,Withdrawal,Completed
